glidenumber,number,docid,event,event_name,geocode,location,latitude,longitude,latitude2,longitude2,shape_type,year,month,day,status,killed,injured,homeless,affected,magnitude,duration,comments,source
FL-2009-000068-ZMB,2009-000068,18762,FL,flood,ZMB,Western province,-15.9454906,23.3823545,0.0,0.0,0,2009,3,26,A,0,0,0,0,,0,"The western province of Zambia has been hit by widespread flooding. The flooding has mainly affected districts in the Zambezi River Basin. The floods have displaced close to a thousand households, damaged crops both upland and wetland.","IFRC, DREF bulletin"
EP-2009-000020-ZMB,2009-000020,18708,EP,epidemic,ZMB,Northern and Southern provinces,-13.133897,27.849332,0.0,0.0,0,2009,1,21,A,0,0,0,597,,0,"The initial cholera outbreaks were reported in the country as early as October 2008 in Mpulungu district of Northern Province, cases were mainly emanating from the fishing camps. Sometime mid November the outbreak spread to Southern Province districts of Mazabuka and Livingstone, Lusaka was also affected around the same time.",IFRC DREF
FL-2008-000004-ZMB,2008-000004,18091,FL,flood,ZMB,"Mazabuka, Siavonga, Sinazongwe",-13.133897,27.849332,0.0,0.0,0,2008,1,1,A,0,0,4500,0,,0,Heavy floods in southern Africa,IFRC
FL-2007-000011-ZMB,2007-000011,17513,FL,flood,ZMB,Mpulungu and Solwezi districts,-8.761954,31.11425,0.0,0.0,0,2007,1,17,A,0,0,822,115000,,4,"Zambia has been experiencing heavy rainfall since the second week of December 2007, especially in the northern parts of the country. Mpulungu and Solwezi districts are the most affected parts of this region. Torrential rains have destroyed houses and rendered hundreds of people homeless. The rains have also affected the water and sanitation (WatSan) facilities in the two districts.",IFRC DREF bulletin MDRZM004
EP-2006-000173-ZMB,2006-000173,17473,EP,epidemic,ZMB,Kapiri Mposhi and Chienge districts,-13.133897,27.849332,0.0,0.0,0,2006,10,15,A,5,0,0,115,,45,"Zambia experiences cholera outbreaks every year with the onset of the rains.  On 15th October 2006, a first case was officially confirmed in Kapiri Mposhi district of Central Province of Zambia. The reported confirmed cases rose to 9 and there were no deaths. The outbreak was localized to Lukanga Swamps (particularly an area called Chililachembe Fishing camp).
For the most recent outbreak, first cases were reported on the 30th October 2006, which came from Lupiya village which is 25km from Chienge District (Luapula Province) and only 1km from Democratic Republic of Congo boarder (Mpweto area). With an increase in rainfall, cholera cases increased to 115 and 5 deaths as at 20th November 2006. ",IFRC DREF Bulletin MDRZM003
EP-2004-000132-ZMB,2004-000132,16998,EP,epidemic,ZMB,"Lusaka, Sinawongwe and Kabwe and Choma districts",-15.408193,28.287167,0.0,0.0,0,2004,11,25,A,0,0,0,0,,0,,IFRC
FL-2003-000051-ZMB,2003-000051,17768,FL,flood,ZMB,Gwembe district (South),-16.5,27.616667,0.0,0.0,0,2003,3,11,A,0,0,0,0,,0,,"EM-DAT Disaster No. 20030148
"
DR-2002-000166-ZMB,2002-000166,11666,DR,drought,ZMB,"Southern, Western, Lusaka province",-15.3657129,29.2320784,0.0,0.0,0,2002,3,0,A,12,0,0,1300000, km?,0, (Drought),
AC-2001-000433-ZMB,2001-000433,11661,AC,tech. disaster,ZMB,Near Luangwa,-13.133897,27.849332,0.0,0.0,0,2001,8,11,A,33,0,0,0, ,0, (Road),
AC-2001-000432-ZMB,2001-000432,11662,AC,tech. disaster,ZMB,Kapiri Mposhi,-13.97293,28.66991,0.0,0.0,0,2001,8,18,A,40,34,0,0, ,0, (Road),
AC-2001-000374-ZMB,2001-000374,11669,AC,tech. disaster,ZMB,Kapiri Mposhi,-13.97293,28.66991,0.0,0.0,0,2001,7,18,A,30,0,0,0, ,0, (Road),
AC-2001-000135-ZMB,2001-000135,11660,AC,tech. disaster,ZMB,Chingola,-12.54323,27.85766,0.0,0.0,0,2001,4,8,A,10,0,0,0, ,0, {Mine de cuivre} (Ind:Collapse),
DR-2001-000122-ZMB,2001-000122,11667,DR,drought,ZMB,"Itezhi-Tezhi, Kalomo, Kazungula, Mazabuka, Namwala, Siavonga, Sinazongwe districts (Southern), Kalabo, Koama, Lukulu, Mongu, Senanga, Sesheke, Shangombo districts (Western)",-13.133897,27.849332,0.0,0.0,0,2001,3,0,A,0,0,0,830630, km?,0, (Drought),
FL-2001-000091-ZMB,2001-000091,11668,FL,flood,ZMB,"Eastern, Northern, Northwestern, Cooperbelt, Central, Lusaka",-15.408193,28.287167,0.0,0.0,0,2001,2,0,A,5,0,0,617900, km?,0, (Flood),
EP-2000-000424-ZMB,2000-000424,11665,EP,epidemic,ZMB,,-13.133897,27.849332,0.0,0.0,0,2000,1,0,A,163,0,0,1101, vaccinated,0, {Cholera} (Diarrhoeal/Enteric),
EP-2000-000185-ZMB,2000-000185,11663,EP,epidemic,ZMB,"Mununga, Luapula Provinces",-9.0460276,29.0518113,0.0,0.0,0,2000,3,0,A,0,0,0,123, vaccinated,0, {Acute diarrhoeal syndrome} (Diarrhoeal/Enteric),
FL-2000-000103-ZMB,2000-000103,11664,FL,flood,ZMB,Chiawa Region,-13.133897,27.849332,0.0,0.0,0,2000,3,0,A,0,0,0,12000, km?,0, (Flood),
FL-1998-000053-ZMB,1998-000053,18396,FL,flood,ZMB,Northern,-9.7670177,30.8958242,0.0,0.0,0,1998,2,6,A,0,0,0,1300000,,0,,CRED EM-DAT
