glidenumber,number,docid,event,event_name,geocode,location,latitude,longitude,latitude2,longitude2,shape_type,year,month,day,status,killed,injured,homeless,affected,magnitude,duration,comments,source
EP-2002-000155-ZAF,2002-000155,11607,EP,epidemic,ZAF,KwaZulu Natal,-28.5305539,30.8958242,0.0,0.0,0,2002,3,7,A,1,0,0,169, vaccinated,0, {Acute watery diarrhoeal syndrome} (Diarrhoeal/Enteric),
EP-2002-000112-ZAF,2002-000112,11608,EP,epidemic,ZAF,Eastern cape,-32.2968402,26.419389,0.0,0.0,0,2002,2,14,A,11,0,0,256, vaccinated,0, {Acute watery diarroeal syndrome} (Diarrhoeal/Enteric),
AC-2002-000073-ZAF,2002-000073,11611,AC,tech. disaster,ZAF,"KwaDukuza, Charlotte's Dale (Near Durban)",-29.857876,31.027581,0.0,0.0,0,2002,2,5,A,22,117,0,0, ,0, (Rail),
AC-2002-000067-ZAF,2002-000067,11610,AC,tech. disaster,ZAF,Near Leeu Gamka,-32.7639367,21.9686441,0.0,0.0,0,2002,2,2,A,12,7,0,0, ,0, (Road),
ST-2002-000025-ZAF,2002-000025,11612,ST,severe local storm,ZAF,Northern province,-23.4012946,29.4179324,0.0,0.0,0,2002,1,8,A,0,0,0,150, kph,0, (Storm),
AC-2001-000707-ZAF,2001-000707,11617,AC,tech. disaster,ZAF,Roossenekal (Mpumalanga province),-25.1918704,29.9212883,0.0,0.0,0,2001,12,30,A,48,33,0,0, ,0, (Road),
FL-2001-000664-ZAF,2001-000664,11620,FL,flood,ZAF,Near Lydenburg (Mpumalanga province),-25.09337,30.45624,0.0,0.0,0,2001,12,19,A,5,12,0,300, km?,0, (Flood),
AC-2001-000597-ZAF,2001-000597,11619,AC,tech. disaster,ZAF,Near Machadodorp,-25.6666667,30.25,0.0,0.0,0,2001,10,26,A,10,39,0,0, ,0, (Road),
AC-2001-000565-ZAF,2001-000565,11585,AC,tech. disaster,ZAF,Meyerton (Gauteng province),-30.559482,22.937506,0.0,0.0,0,2001,10,9,A,0,102,0,0, ,0, (Rail),
ST-2001-000560-ZAF,2001-000560,11586,ST,severe local storm,ZAF,"Midrand, East Rand, Tembisa",-30.559482,22.937506,0.0,0.0,0,2001,9,14,A,0,30,600,0, kph,0, (Tornado),
WF-2001-000508-ZAF,2001-000508,11587,WF,wild fire,ZAF,Kwazulu Natal,-28.5305539,30.8958242,0.0,0.0,0,2001,9,6,A,11,0,0,0, km?,0, (Scrub),
WF-2001-000500-ZAF,2001-000500,11589,WF,wild fire,ZAF,North-East,-30.559482,22.937506,0.0,0.0,0,2001,9,4,A,20,0,0,0, km?,0, (Scrub),
FL-2001-000481-ZAF,2001-000481,11588,FL,flood,ZAF,Cape Town,-33.9248685,18.4240553,0.0,0.0,0,2001,7,3,A,0,0,0,42356, km?,0, (Flood),
AC-2001-000185-ZAF,2001-000185,11580,AC,tech. disaster,ZAF,Near Welkom (Libre state),-30.559482,22.937506,0.0,0.0,0,2001,5,8,A,12,0,0,0, ,0," {Mine ""Beatrix""} (Ind:Explosion)",
AC-2001-000162-ZAF,2001-000162,11583,AC,tech. disaster,ZAF,Between Kwa Dukuza and Zinkwazi,-30.559482,22.937506,0.0,0.0,0,2001,4,15,A,14,2,0,0, ,0, (Road),
AC-2001-000144-ZAF,2001-000144,11582,AC,tech. disaster,ZAF,Johannesburg,-26.2041028,28.0473051,0.0,0.0,0,2001,4,11,A,43,58,0,0, ,0, {Football stadium} (Misc:Other),
AC-2001-000138-ZAF,2001-000138,11581,AC,tech. disaster,ZAF,Near Kokstad (Kwazulu Natal),-30.55393,29.42676,0.0,0.0,0,2001,4,11,A,29,59,0,0, ,0, (Road),
ST-2001-000037-ZAF,2001-000037,11614,ST,severe local storm,ZAF,Mogadi (Kwazulu Natal),-28.5305539,30.8958242,0.0,0.0,0,2001,1,30,A,14,10,0,0, kph,0, (Storm),
FL-2000-000861-ZAF,2000-000861,11577,FL,flood,ZAF,Kwazulu-Natal (East - North of the country),-29.513288,30.246519,0.0,0.0,0,2000,12,9,A,7,0,0,0, km?,0, (Flood),
AC-2000-000826-ZAF,2000-000826,11578,AC,tech. disaster,ZAF,Cap province,-29.0466808,21.8568586,0.0,0.0,0,2000,12,24,A,13,6,0,0, ,0, (Road),
AC-2000-000825-ZAF,2000-000825,11579,AC,tech. disaster,ZAF,Cap province,-29.0466808,21.8568586,0.0,0.0,0,2000,12,24,A,20,55,0,0, ,0, (Road),
AC-2000-000798-ZAF,2000-000798,11584,AC,tech. disaster,ZAF,Mpumalanga province,-25.565336,30.5279096,0.0,0.0,0,2000,12,11,A,16,50,0,0, ,0, (Road),
AC-2000-000779-ZAF,2000-000779,11603,AC,tech. disaster,ZAF,"Guguletu, Langa (Cap)",-33.983333,18.566667,0.0,0.0,0,2000,11,26,A,2,0,6500,0, ,0, {Townships} (Misc:Fire),
FL-2000-000754-ZAF,2000-000754,11601,FL,flood,ZAF,Kwazulu Natal province,-28.5305539,30.8958242,0.0,0.0,0,2000,11,18,A,5,0,0,3000, km?,0, (Flood),
AC-2000-000739-ZAF,2000-000739,11602,AC,tech. disaster,ZAF,Lenasia (Johannesburg),-26.3169444,27.8277778,0.0,0.0,0,2000,11,17,A,11,0,0,0, ,0, {Floor-polish factory} (Ind:Fire),
AC-2000-000729-ZAF,2000-000729,11613,AC,tech. disaster,ZAF,Between Theunissen and Brandfort (Etat Libre state),-30.559482,22.937506,0.0,0.0,0,2000,11,10,A,18,8,0,0, ,0, (Road),
AC-2000-000727-ZAF,2000-000727,11616,AC,tech. disaster,ZAF,"Wadewille (Germiston, Johannesburg)",-30.559482,22.937506,0.0,0.0,0,2000,11,7,A,4,0,0,106, ,0, (Rail),
EP-2000-000649-ZAF,2000-000649,11615,EP,epidemic,ZAF,"Port Shepstone, Eshowe/Nkandla, Lower Umfolozi, Durban districts (KwaZulu-Natal province)",-28.5305539,30.8958242,0.0,0.0,0,2000,8,19,A,85,0,0,37204, vaccinated,0, {Cholera} (Diarrhoeal/Enteric),
AC-2000-000493-ZAF,2000-000493,11600,AC,tech. disaster,ZAF,Near Louis Trichard,-32.7206089,25.583208,0.0,0.0,0,2000,8,15,A,16,7,0,0, ,0, (Road),
AC-2000-000145-ZAF,2000-000145,11592,AC,tech. disaster,ZAF,Cap Oriental river (South),-33.9715576,25.5858018,0.0,0.0,0,2000,3,25,A,13,0,0,0, ,0, {Rafting} (Water),
FL-2000-000043-ZAF,2000-000043,11590,FL,flood,ZAF,"Northern Province, Mpumalanga Province",-27.3890364,27.7373373,0.0,0.0,0,2000,2,5,A,103,0,200,0, km?,0, (Flood),
AC-2000-000018-ZAF,2000-000018,11591,AC,tech. disaster,ZAF,Cap Oriental Province,-32.2968402,26.419389,0.0,0.0,0,2000,1,23,A,26,50,0,0, ,0, (Road),
WF-2000-000017-ZAF,2000-000017,11593,WF,wild fire,ZAF,Cap Region,-12.2333333,49.3666667,0.0,0.0,0,2000,1,15,A,0,0,250,1000, km?,0, (Scrub),
